Age,Gender,Education Level,Job Title,Years of Experience,Salary,Country,Race
45,Male,Masters,Manager/Director/VP,19,180000,China,Chinese
27,Male,Bachelors,Software/Developer,4,140000,UK,Mixed
33,Female,Masters,Software/Developer,8,105000,USA,African American
34,Male,Masters,Data Analyst/Scientist,9,140000,Australia,Australian
30,Female,Bachelors,Marketing/Social Media,5,85000,UK,Asian
35,Female,PhD,Manager/Director/VP,9,95000,Canada,Asian
30,Female,Bachelors,Software/Developer,5,90000,Australia,White
32,Male,Bachelors,Manager/Director/VP,6,90000,China,White
36,Male,Bachelors,Software/Developer,8,135000,USA,African American
42,Male,PhD,Software/Developer,14,190000,Australia,Australian
27,Male,Bachelors,Software/Developer,4,140000,Canada,White
30,Female,Bachelors,Manager/Director/VP,5,70000,Australia,White
34,Female,Masters,Data Analyst/Scientist,9,140000,USA,Asian
33,Male,Bachelors,Data Analyst/Scientist,7,75000,Australia,Australian
43,Female,Masters,Manager/Director/VP,14,146000,Canada,White
33,Male,Bachelors,Manager/Director/VP,6,75000,Australia,Australian
33,Female,Masters,Other,9,135596,China,Korean
23,Female,Bachelors,Software/Developer,1,50000,Canada,Black
25,Male,Bachelors,Manager/Director/VP,1,55000,China,Chinese
36,Female,PhD,Data Analyst/Scientist,12,170000,Canada,Black
41,Female,PhD,Data Analyst/Scientist,16,200000,Canada,White
27,Male,PhD,Manager/Director/VP,4,55000,Canada,Asian
23,Male,PhD,Software/Developer,0,52779,Canada,Asian
28,Female,Bachelors,Data Analyst/Scientist,3,65000,UK,Asian
23,Female,Bachelors,Other,0,52831,China,White
46,Male,PhD,Other,15,180000,Australia,Australian
26,Male,Bachelors,HR/Human Resources,2,38000,Canada,White
31,Male,Bachelors,Other,6,115000,UK,Welsh
31,Female,Masters,Software/Developer,6,113065,China,Korean
32,Female,Masters,Other,6,115000,China,Korean
26,Female,Bachelors,Product/Designer,2,50000,USA,Hispanic
34,Male,Masters,Data Analyst/Scientist,9,140000,USA,African American
42,Female,Bachelors,Software/Developer,13,197000,USA,White
38,Male,Bachelors,Software/Developer,12,132442,UK,Asian
35,Female,Bachelors,Manager/Director/VP,12,190000,China,White
54,Female,PhD,Software/Developer,31,191818,Australia,Australian
41,Male,Masters,Software/Developer,14,180000,UK,Asian
33,Male,PhD,Data Analyst/Scientist,8,190000,Australia,Australian
31,Male,Bachelors,Data Analyst/Scientist,9,195000,UK,Welsh
48,Male,PhD,Other,16,190000,UK,White
27,Male,PhD,Data Analyst/Scientist,2,115000,UK,Welsh
46,Male,PhD,Software/Developer,16,185000,UK,Mixed
29,Male,Bachelors,Data Analyst/Scientist,4,75000,Australia,Australian
50,Male,PhD,Other,16,195000,Canada,Asian
49,Male,Bachelors,Software/Developer,24,178284,USA,Asian
41,Male,Bachelors,Manager/Director/VP,12,120000,UK,Mixed
30,Male,Bachelors,Software/Developer,5,100000,China,Korean
36,Female,Masters,Other,13,144647,Canada,Black
40,Male,PhD,Data Analyst/Scientist,15,150000,UK,Mixed
27,Male,Bachelors,Software/Developer,2,65000,Australia,Australian
27,Female,Masters,HR/Human Resources,3,50000,China,Chinese
29,Male,Bachelors,Manager/Director/VP,6,95000,USA,White
27,Male,Bachelors,Software/Developer,2,65000,Australia,Asian
40,Male,PhD,Data Analyst/Scientist,15,150000,UK,Welsh
42,Female,Masters,Manager/Director/VP,14,140000,UK,Mixed
38,Female,PhD,Software/Developer,15,145052,UK,Welsh
44,Female,Masters,Software/Developer,12,170000,Canada,Black
31,Male,Bachelors,Software/Developer,6,95000,China,Chinese
37,Male,Bachelors,Data Analyst/Scientist,11,160000,Canada,Asian
29,Female,Masters,Data Analyst/Scientist,6,150000,Canada,White
30,Male,Masters,Software/Developer,5,105000,China,White
26,Female,Bachelors,Software/Developer,1,45000,USA,Asian
25,Male,Bachelors,Software/Developer,1,55000,China,White
44,Male,PhD,Data Analyst/Scientist,15,150000,USA,Asian
24,Female,Bachelors,Software/Developer,1,40000,Canada,Black
33,Male,Masters,Data Analyst/Scientist,8,120000,China,Chinese
55,Male,PhD,Software/Developer,17,190000,Canada,White
39,Female,Masters,Software/Developer,12,160000,Australia,White
34,Male,Masters,Data Analyst/Scientist,8,100000,UK,Asian
38,Female,Masters,Software/Developer,13,134858,USA,Hispanic
32,Male,Masters,Software/Developer,7,120000,China,White
24,Male,Bachelors,Data Analyst/Scientist,2,95000,USA,White
42,Male,Bachelors,Manager/Director/VP,13,130000,Canada,Asian
29,Female,High School,Sales,1,26000,UK,Welsh
31,Male,Masters,Software/Developer,8,111535,Canada,Black
32,Male,Masters,Software/Developer,6,100000,USA,African American
30,Female,Masters,Other,4,92438,Canada,Black
36,Male,PhD,Data Analyst/Scientist,11,135000,UK,Mixed
32,Male,Masters,Software/Developer,6,130000,China,Chinese
27,Male,Bachelors,Software/Developer,3,80000,China,Chinese
31,Male,Bachelors,Data Analyst/Scientist,9,195000,Australia,White
39,Female,Masters,Manager/Director/VP,11,120000,UK,Asian
27,Male,Bachelors,Software/Developer,1,55000,Australia,Asian
35,Female,PhD,Manager/Director/VP,9,95000,Canada,Black
34,Male,Masters,Software/Developer,9,146075,China,White
38,Male,Masters,Manager/Director/VP,11,110000,UK,Asian
34,Female,PhD,Manager/Director/VP,11,160000,China,White
52,Male,Masters,Software/Developer,26,184816,USA,Hispanic
36,Male,Bachelors,Manager/Director/VP,6,75000,USA,Asian
49,Male,Masters,Other,22,179045,USA,African American
23,Female,High School,Customer Service/Receptionist,0,25000,Australia,Australian
37,Female,Masters,Manager/Director/VP,9,105000,China,Korean
26,Male,Masters,Manager/Director/VP,2,120000,China,White
27,Male,Bachelors,Software/Developer,3,80000,Australia,White
27,Female,Bachelors,Software/Developer,3,61000,USA,Asian
28,Female,Bachelors,Data Analyst/Scientist,3,60000,Australia,Asian
39,Female,Bachelors,Manager/Director/VP,16,200000,UK,Welsh
28,Female,High School,Sales,1,25000,China,White
54,Male,PhD,Software/Developer,17,195000,UK,Asian
32,Female,Bachelors,Data Analyst/Scientist,9,185000,China,Chinese
31,Male,Bachelors,Software/Developer,4,65000,Australia,White
29,Male,Masters,Manager/Director/VP,4,70000,UK,Mixed
32,Female,Bachelors,Manager/Director/VP,8,80000,China,Chinese
24,Male,Bachelors,Software/Developer,2,64182,USA,Hispanic
49,Male,PhD,Other,17,195000,USA,African American
49,Female,PhD,Manager/Director/VP,20,200000,Canada,Black
25,Male,Bachelors,Manager/Director/VP,1,60000,UK,Asian
27,Female,Masters,Software/Developer,5,78354,China,Korean
27,Female,Masters,Software/Developer,2,70000,USA,Hispanic
39,Female,Bachelors,Manager/Director/VP,12,130000,Canada,White
36,Male,Masters,Software/Developer,8,140000,China,Korean
44,Male,PhD,Data Analyst/Scientist,16,160000,Canada,Black
30,Female,Bachelors,Marketing/Social Media,5,95000,China,White
29,Female,Bachelors,Software/Developer,4,90000,USA,White
42,Male,Masters,Software/Developer,13,170000,China,White
26,Female,Masters,Software/Developer,1,55000,UK,Mixed
46,Male,PhD,Data Analyst/Scientist,18,160000,China,Chinese
24,Male,High School,Other,0,28000,Australia,Australian
30,Male,Bachelors,Software/Developer,5,100000,China,White
39,Female,PhD,Data Analyst/Scientist,13,145000,China,Chinese
30,Female,PhD,Data Analyst/Scientist,7,185000,Canada,Asian
26,Male,Bachelors,Software/Developer,3,60000,USA,African American
29,Female,Bachelors,Software/Developer,4,90000,USA,Asian
34,Female,Bachelors,Manager/Director/VP,9,99000,China,Chinese
30,Female,Masters,Software/Developer,5,105000,UK,White
45,Male,PhD,Software/Developer,16,185000,USA,African American
36,Male,Masters,Software/Developer,8,140000,UK,Welsh
41,Male,PhD,Data Analyst/Scientist,15,157000,Australia,Australian
35,Male,PhD,Data Analyst/Scientist,10,130000,China,White
25,Male,Bachelors,Manager/Director/VP,1,60000,Australia,White
38,Female,PhD,Data Analyst/Scientist,12,140000,Australia,Australian
50,Male,PhD,Data Analyst/Scientist,23,225000,Australia,White
34,Female,Masters,Manager/Director/VP,9,95000,Australia,White
40,Female,Bachelors,Manager/Director/VP,11,105000,UK,White
30,Female,PhD,Data Analyst/Scientist,7,185000,Canada,Asian
32,Male,Bachelors,Manager/Director/VP,7,120000,Australia,Australian
29,Male,Bachelors,Data Analyst/Scientist,7,130000,Australia,Asian
30,Female,Bachelors,Marketing/Social Media,5,85000,Canada,Black
27,Male,Bachelors,Software/Developer,3,80000,Canada,Asian
33,Female,PhD,Manager/Director/VP,6,75000,China,Chinese
25,Female,Masters,Software/Developer,2,60000,UK,Asian
32,Male,Bachelors,Software/Developer,8,190000,China,Chinese
44,Female,Masters,Manager/Director/VP,15,152000,Australia,White
32,Male,Bachelors,Manager/Director/VP,7,120000,Australia,Asian
25,Female,Bachelors,Manager/Director/VP,3,65000,USA,Asian
54,Other,High School,Software/Developer,29,158254,China,White
29,Male,Bachelors,Other,6,88552,Canada,Black
48,Male,PhD,Other,20,170000,USA,Hispanic
34,Female,Masters,Manager/Director/VP,12,196000,UK,Welsh
36,Female,Bachelors,Sales,7,60000,USA,Hispanic
40,Female,Masters,Marketing/Social Media,12,122000,Australia,Asian
28,Male,Masters,Manager/Director/VP,3,130000,UK,Mixed
29,Male,Bachelors,Data Analyst/Scientist,2,55000,USA,Hispanic
39,Female,Masters,Manager/Director/VP,14,170000,Canada,Black
27,Male,Bachelors,Software/Developer,4,140000,UK,Welsh
33,Female,Masters,Other,9,136533,UK,White
41,Female,Masters,Marketing/Social Media,13,131000,UK,Welsh
32,Male,Bachelors,Software/Developer,8,180000,USA,Asian
31,Female,Bachelors,Software/Developer,7,107718,USA,White
46,Male,PhD,Data Analyst/Scientist,19,150000,UK,Asian
26,Male,Bachelors,Product/Designer,2,55000,China,Korean
27,Female,Bachelors,Data Analyst/Scientist,5,125000,China,Korean
28,Female,Bachelors,Other,3,70397,Australia,White
28,Male,High School,Sales,2,35000,Australia,Australian
28,Male,Masters,Software/Developer,5,76742,Australia,Australian
24,Female,High School,HR/Human Resources,1,32000,China,Korean
23,Female,Bachelors,Software/Developer,1,40000,Australia,White
29,Male,Bachelors,Other,6,88035,Canada,Asian
29,Male,Bachelors,Manager/Director/VP,5,80000,Australia,White
36,Male,Masters,Software/Developer,8,140000,Canada,Black
45,Female,Masters,Manager/Director/VP,16,160000,USA,African American
28,Male,Bachelors,Software/Developer,4,75000,UK,Asian
23,Female,Bachelors,Software/Developer,1,50000,China,Korean
37,Male,Masters,Manager/Director/VP,14,190000,USA,Hispanic
32,Female,Masters,Other,6,130000,China,Korean
38,Male,Masters,HR/Human Resources,8,95000,USA,Hispanic
26,Female,Masters,HR/Human Resources,3,50000,USA,Asian
24,Female,High School,Customer Service/Receptionist,0,25000,Australia,White
36,Male,PhD,Data Analyst/Scientist,12,170000,UK,White
39,Female,Masters,Software/Developer,12,160000,China,White
25,Female,Masters,HR/Human Resources,1,32000,Canada,Asian
29,Female,Masters,Software/Developer,3,90000,USA,Hispanic
26,Female,Bachelors,Product/Designer,2,50000,Australia,Asian
35,Female,Masters,Data Analyst/Scientist,9,120000,Australia,Asian
31,Female,PhD,Data Analyst/Scientist,8,140000,USA,Asian
36,Female,PhD,Data Analyst/Scientist,13,185000,USA,Asian
30,Male,High School,Other,11,103947,Canada,Black
29,Female,High School,Sales,1,25000,USA,White
29,Female,Bachelors,Manager/Director/VP,3,55000,USA,Hispanic
27,Female,Masters,Software/Developer,2,70000,China,Chinese
36,Female,Masters,Manager/Director/VP,11,117000,Canada,Asian
30,Male,Bachelors,Software/Developer,5,100000,China,Korean
30,Female,Bachelors,Software/Developer,8,180000,UK,Asian
34,Male,PhD,Manager/Director/VP,12,170000,Canada,Black
35,Male,Bachelors,Data Analyst/Scientist,8,85000,Canada,White
46,Male,Bachelors,Manager/Director/VP,19,120000,Australia,Australian
31,Male,Masters,Other,7,140000,Canada,Asian
32,Male,Masters,Manager/Director/VP,7,110000,China,Korean
37,Male,PhD,Manager/Director/VP,11,115000,Australia,White
29,Female,Bachelors,Marketing/Social Media,3,55000,USA,African American
26,Male,Bachelors,Financial/Accountant,2,40000,UK,White
30,Female,Bachelors,Marketing/Social Media,4,65000,UK,White
54,Male,PhD,Software/Developer,18,195000,Canada,Black
27,Male,Bachelors,Software/Developer,3,80000,Australia,White
28,Female,Bachelors,Data Analyst/Scientist,3,65000,China,White
36,Female,PhD,Data Analyst/Scientist,12,170000,Canada,Black
33,Female,Bachelors,Other,6,115000,China,Korean
26,Male,Masters,Software/Developer,2,48000,Australia,White
31,Female,Bachelors,Sales,3,40000,USA,Hispanic
43,Male,Bachelors,Other,19,152726,Australia,Australian
28,Female,Bachelors,Data Analyst/Scientist,3,60000,UK,White
26,Male,Bachelors,Software/Developer,2,60000,Canada,Asian
24,Female,High School,Customer Service/Receptionist,0,25000,China,Chinese
54,Other,High School,Software/Developer,29,158966,Canada,Black
24,Male,Bachelors,Data Analyst/Scientist,1,90000,Canada,White
38,Male,Masters,Software/Developer,10,155000,Australia,Asian
28,Male,Bachelors,Data Analyst/Scientist,4,80000,Canada,White
42,Male,Masters,Software/Developer,18,180000,China,Korean
34,Male,PhD,Manager/Director/VP,12,170000,China,White
29,Female,Bachelors,Marketing/Social Media,4,65000,China,Korean
27,Female,Masters,HR/Human Resources,2,42000,Australia,White
31,Female,Bachelors,Data Analyst/Scientist,3,50000,Canada,Black
41,Female,PhD,Data Analyst/Scientist,16,200000,China,Korean
42,Male,Masters,Software/Developer,13,170000,Canada,White
40,Male,PhD,Data Analyst/Scientist,15,150000,Canada,Asian
27,Female,Masters,HR/Human Resources,2,42000,USA,African American
30,Female,PhD,Data Analyst/Scientist,7,185000,Canada,White
27,Female,Bachelors,Software/Developer,2,48000,UK,Welsh
36,Male,Bachelors,Manager/Director/VP,9,95000,China,Korean
26,Male,Bachelors,Data Analyst/Scientist,3,130000,Canada,Black
33,Female,Bachelors,Manager/Director/VP,5,70000,UK,Mixed
34,Male,Masters,Data Analyst/Scientist,8,100000,China,Korean
45,Male,PhD,Other,14,185000,Australia,Asian
26,Female,Bachelors,Software/Developer,1,45000,Australia,Asian
50,Male,PhD,Other,19,200000,Canada,White
33,Male,Bachelors,Manager/Director/VP,9,130000,USA,African American
34,Female,PhD,Manager/Director/VP,10,150000,USA,Asian
26,Male,Bachelors,Software/Developer,1,52000,China,Korean
34,Female,Bachelors,Manager/Director/VP,6,75000,Australia,Asian
42,Male,PhD,Data Analyst/Scientist,16,162000,Australia,White
23,Male,PhD,Software/Developer,0,52779,China,Korean
29,Female,Masters,HR/Human Resources,3,49000,China,Chinese
31,Female,Masters,Manager/Director/VP,7,120000,Australia,White
23,Female,Bachelors,Software/Developer,1,50000,USA,White
30,Female,Bachelors,Software/Developer,5,90000,Canada,Asian
33,Male,Bachelors,Manager/Director/VP,7,110000,Australia,Asian
29,Male,Bachelors,Software/Developer,4,80000,Australia,White
39,Female,Masters,Software/Developer,11,160000,Canada,White
31,Female,Masters,Manager/Director/VP,7,120000,USA,Asian
30,Female,Masters,Software/Developer,5,105000,UK,Asian
29,Male,Bachelors,Data Analyst/Scientist,4,70000,China,Korean
54,Male,PhD,Software/Developer,28,182013,USA,African American
60,Female,PhD,Software/Developer,33,179180,China,White
33,Female,Masters,Manager/Director/VP,11,198000,UK,Mixed
29,Male,Bachelors,Data Analyst/Scientist,4,70000,China,White
40,Female,Masters,Manager/Director/VP,12,130000,China,Chinese
32,Male,Bachelors,Manager/Director/VP,7,120000,Australia,Asian
35,Male,PhD,Data Analyst/Scientist,10,130000,USA,White
30,Female,Bachelors,Marketing/Social Media,5,85000,China,Korean
26,Male,Bachelors,Product/Designer,1,50000,Canada,White
28,Female,Masters,Other,4,82697,UK,White
33,Male,Bachelors,Manager/Director/VP,7,96000,Australia,Australian
50,Male,PhD,Other,19,200000,USA,White
33,Female,Masters,Manager/Director/VP,11,198000,USA,Hispanic
43,Male,PhD,Data Analyst/Scientist,16,162000,Australia,Australian
31,Male,Bachelors,Data Analyst/Scientist,9,195000,China,Korean
31,Female,PhD,Data Analyst/Scientist,8,140000,UK,White
46,Male,PhD,Other,15,180000,China,Chinese
32,Male,Masters,Manager/Director/VP,7,110000,USA,African American
47,Male,Masters,Manager/Director/VP,19,170000,Canada,White
46,Male,PhD,Other,14,180000,UK,Welsh
23,Male,PhD,Software/Developer,0,52612,USA,African American
44,Female,PhD,Data Analyst/Scientist,18,183000,UK,Mixed
27,Male,Bachelors,Software/Developer,4,140000,Australia,White
29,Female,Bachelors,Manager/Director/VP,4,55000,USA,White
32,Male,Bachelors,Software/Developer,8,190000,UK,Asian
29,Female,Bachelors,Software/Developer,4,90000,Australia,Asian
28,Female,High School,Sales,1,25000,China,Chinese
43,Male,PhD,Data Analyst/Scientist,16,160000,Canada,Asian
27,Female,Bachelors,HR/Human Resources,2,47000,China,Korean
46,Male,PhD,Data Analyst/Scientist,18,180000,UK,Welsh
37,Female,Masters,Manager/Director/VP,12,125000,Canada,White
36,Female,PhD,Data Analyst/Scientist,12,160000,China,White
24,Male,Bachelors,Software/Developer,2,63901,Canada,White
27,Female,Bachelors,Software/Developer,2,36000,USA,Asian
23,Female,Bachelors,Other,0,52831,USA,Asian
39,Male,Masters,HR/Human Resources,10,105000,USA,Asian
40,Male,Masters,Software/Developer,16,150301,Canada,Asian
34,Female,PhD,Manager/Director/VP,11,160000,USA,Hispanic
36,Female,Masters,Software/Developer,7,85000,UK,Asian
30,Female,Bachelors,Manager/Director/VP,4,50000,Canada,White
33,Male,PhD,Manager/Director/VP,10,155000,USA,Asian
39,Female,Masters,Software/Developer,12,160000,UK,White
29,Female,Bachelors,Software/Developer,4,90000,Australia,White
41,Female,PhD,Data Analyst/Scientist,16,200000,China,Chinese
32,Male,Bachelors,Manager/Director/VP,6,72000,UK,White
27,Male,Bachelors,Data Analyst/Scientist,2,50000,Canada,Black
29,Male,Bachelors,Manager/Director/VP,6,95000,Australia,Australian
32,Male,Bachelors,Manager/Director/VP,7,120000,USA,Hispanic
46,Male,PhD,Data Analyst/Scientist,18,180000,UK,Asian
26,Male,High School,Sales,1,26000,Australia,White
43,Male,PhD,Other,13,185000,China,Korean
34,Male,Masters,Software/Developer,8,140000,UK,Welsh
33,Male,PhD,Manager/Director/VP,8,95000,Australia,Asian
33,Female,Masters,Other,9,126753,Australia,White
41,Male,PhD,Other,12,165000,Australia,Australian
28,Female,Bachelors,Software/Developer,2,70000,UK,Mixed
37,Male,Bachelors,Sales,7,90000,China,Korean
36,Male,Bachelors,Software/Developer,8,135000,USA,Asian
34,Male,Bachelors,Software/Developer,7,85000,USA,Asian
30,Female,Masters,Software/Developer,5,105000,Australia,Australian
31,Male,Bachelors,Manager/Director/VP,5,70000,UK,Mixed
31,Male,Bachelors,Manager/Director/VP,6,75000,China,Chinese
29,Male,Bachelors,Software/Developer,3,80000,UK,Mixed
35,Female,Masters,Data Analyst/Scientist,9,120000,Australia,White
24,Female,Bachelors,Software/Developer,2,55000,Canada,Black
42,Female,Masters,Other,14,163978,China,Chinese
35,Male,PhD,Data Analyst/Scientist,10,130000,USA,African American
36,Male,Masters,Software/Developer,9,150000,UK,Welsh
28,Male,Bachelors,Data Analyst/Scientist,3,52000,USA,Asian
33,Female,Masters,Other,10,113334,Canada,White
25,Female,Masters,Data Analyst/Scientist,1,100000,Australia,Australian
37,Female,Bachelors,Data Analyst/Scientist,9,100000,UK,Welsh
25,Female,Bachelors,Data Analyst/Scientist,2,100000,Canada,Asian
33,Female,Bachelors,Other,7,130000,Canada,Asian
28,Female,Bachelors,Software/Developer,2,36000,Canada,White
29,Female,High School,Sales,1,25000,Australia,Australian
32,Male,Bachelors,Software/Developer,8,190000,Canada,White
49,Male,PhD,Other,17,195000,UK,Asian
25,Female,High School,HR/Human Resources,1,32000,China,White
27,Male,Bachelors,Software/Developer,4,140000,USA,Asian
30,Female,Bachelors,Marketing/Social Media,2,40000,USA,White
54,Male,PhD,Software/Developer,17,195000,Canada,Asian
27,Female,High School,HR/Human Resources,1,30000,Australia,Australian
32,Female,Masters,Other,6,115000,China,Korean
42,Male,PhD,Software/Developer,14,190000,China,Chinese
25,Male,Bachelors,Manager/Director/VP,1,60000,USA,African American
41,Male,Bachelors,Manager/Director/VP,12,120000,China,Chinese
25,Male,High School,HR/Human Resources,2,40000,UK,Asian
31,Female,PhD,Data Analyst/Scientist,8,140000,Australia,White
28,Male,Bachelors,Software/Developer,5,160000,Canada,White
29,Male,Bachelors,Data Analyst/Scientist,4,70000,UK,Mixed
33,Female,Masters,Manager/Director/VP,9,135000,China,Korean
36,Male,Bachelors,Software/Developer,8,135000,Australia,Asian
32,Female,Masters,Manager/Director/VP,8,120000,UK,Welsh
50,Male,PhD,Data Analyst/Scientist,23,225000,Australia,Australian
30,Female,Bachelors,Manager/Director/VP,4,57000,UK,Welsh
48,Male,PhD,Data Analyst/Scientist,18,210000,USA,White
40,Female,Bachelors,Manager/Director/VP,16,215000,China,Korean
56,Male,PhD,Software/Developer,17,195000,China,Korean
35,Male,Bachelors,Other,8,145000,China,White
35,Female,Masters,Data Analyst/Scientist,9,120000,China,Korean
46,Male,PhD,Software/Developer,16,185000,Australia,White
23,Female,Bachelors,HR/Human Resources,1,32000,UK,Welsh
42,Female,Masters,Manager/Director/VP,13,125000,USA,Asian
27,Male,PhD,Data Analyst/Scientist,2,115000,UK,Asian
30,Female,Bachelors,Data Analyst/Scientist,5,145000,USA,African American
31,Male,PhD,Data Analyst/Scientist,7,110000,Canada,White
43,Female,PhD,Other,14,190000,UK,Asian
48,Male,PhD,Other,16,190000,Canada,Asian
26,Female,Masters,Software/Developer,2,75000,China,Korean
29,Male,Bachelors,Data Analyst/Scientist,4,70000,USA,White
32,Male,Bachelors,Manager/Director/VP,6,72000,China,Korean
26,Male,High School,Sales,2,30000,USA,White
25,Female,High School,Sales,0,25000,Canada,Black
43,Male,PhD,Data Analyst/Scientist,16,162000,China,Chinese
30,Male,Masters,Manager/Director/VP,7,120000,Canada,Black
29,Female,PhD,Data Analyst/Scientist,5,100000,USA,Asian
28,Male,Bachelors,Data Analyst/Scientist,2,40000,Australia,Australian
39,Female,Masters,Software/Developer,11,170000,Australia,White
33,Female,Masters,Data Analyst/Scientist,6,90000,USA,African American
28,Female,Bachelors,Software/Developer,2,37000,Australia,Australian
31,Male,Bachelors,Other,6,115000,China,Korean
27,Male,Bachelors,Software/Developer,3,80000,China,Chinese
35,Male,Bachelors,Manager/Director/VP,10,130000,Canada,Black
36,Male,Bachelors,Manager/Director/VP,11,160000,Canada,Black
28,Female,Bachelors,Software/Developer,5,160000,UK,Mixed
34,Male,Masters,Software/Developer,9,146075,Australia,Australian
38,Male,PhD,Data Analyst/Scientist,10,110000,Australia,Australian
32,Female,Masters,Other,6,115000,USA,African American
33,Female,Bachelors,Other,6,115000,Australia,Australian
32,Male,Bachelors,Manager/Director/VP,6,72000,China,White
34,Female,Masters,Financial/Accountant,6,100000,Australia,Australian
26,Male,Bachelors,Product/Designer,2,55000,Canada,Black
44,Female,PhD,Data Analyst/Scientist,18,183000,Canada,White
28,Male,Bachelors,Data Analyst/Scientist,3,70000,UK,Welsh
38,Male,Masters,Software/Developer,10,155000,UK,Mixed
26,Male,Masters,Other,4,91397,Australia,Australian
26,Male,Bachelors,Data Analyst/Scientist,3,130000,Australia,Australian
30,Female,Bachelors,Marketing/Social Media,5,95000,UK,White
42,Female,Bachelors,Software/Developer,18,148446,Canada,Asian
29,Male,Bachelors,Manager/Director/VP,6,95000,USA,Hispanic
32,Female,Masters,Manager/Director/VP,8,120000,UK,Mixed
39,Female,Masters,Manager/Director/VP,11,120000,USA,White
39,Female,PhD,Data Analyst/Scientist,13,145000,UK,Mixed
31,Female,Masters,Manager/Director/VP,4,62000,China,Korean
28,Female,Masters,Manager/Director/VP,7,110000,UK,Mixed
30,Female,Masters,Other,4,92438,China,White
25,Female,Bachelors,Data Analyst/Scientist,2,110000,China,Korean
25,Female,Masters,Software/Developer,2,60000,USA,Hispanic
28,Male,Bachelors,Software/Developer,3,70000,UK,White
30,Female,Bachelors,Marketing/Social Media,5,95000,USA,White
38,Female,Masters,Manager/Director/VP,14,170000,UK,White
37,Male,PhD,Manager/Director/VP,14,195000,Australia,White
29,Female,Bachelors,Marketing/Social Media,3,60000,Canada,Asian
45,Male,Masters,Manager/Director/VP,20,204000,UK,Asian
28,Female,Bachelors,Software/Developer,5,160000,Canada,White
46,Female,PhD,Software/Developer,21,174821,UK,White
47,Male,Masters,Manager/Director/VP,19,170000,UK,Welsh
29,Male,Bachelors,Manager/Director/VP,6,95000,China,White
30,Female,Masters,Other,5,102828,Australia,White
44,Male,Masters,Software/Developer,18,152168,Australia,Australian
25,Male,Bachelors,Software/Developer,1,60000,Canada,Asian
26,Female,Bachelors,Manager/Director/VP,3,55000,USA,African American
29,Female,Bachelors,Software/Developer,4,140000,China,Korean
42,Male,Masters,Manager/Director/VP,14,180000,UK,Mixed
27,Female,Bachelors,Software/Developer,3,70000,Australia,Asian
43,Male,PhD,Data Analyst/Scientist,15,150000,Canada,Black
37,Male,Masters,Software/Developer,9,145000,USA,African American
45,Male,PhD,Manager/Director/VP,14,140000,Australia,Australian
24,Female,High School,Customer Service/Receptionist,0,25000,USA,Hispanic
35,Female,PhD,Manager/Director/VP,11,160000,UK,Welsh
29,Male,Bachelors,Data Analyst/Scientist,4,70000,Canada,Black
30,Female,Bachelors,Software/Developer,5,90000,USA,African American
62,Male,PhD,Software/Developer,19,200000,UK,Mixed
43,Female,PhD,Manager/Director/VP,15,150000,UK,Mixed
34,Male,PhD,Manager/Director/VP,11,160000,USA,Hispanic
33,Female,Masters,Manager/Director/VP,9,130000,Australia,Asian
45,Male,PhD,Software/Developer,15,185000,China,White
25,Male,Bachelors,Manager/Director/VP,1,60000,UK,White
32,Female,Masters,Manager/Director/VP,8,120000,Australia,White
23,Male,Bachelors,Sales,1,35000,Australia,Asian
35,Female,Bachelors,Manager/Director/VP,8,92000,Canada,White
25,Female,Masters,Software/Developer,2,60000,UK,White
42,Female,Masters,Other,14,163978,USA,Hispanic
23,Male,High School,Sales,1,26000,Canada,White
35,Female,PhD,Manager/Director/VP,11,160000,Canada,Black
28,Female,PhD,Manager/Director/VP,6,105000,Australia,White
39,Female,Masters,Software/Developer,12,160000,Australia,White
45,Female,Masters,Manager/Director/VP,8,80000,Canada,Black
29,Female,Bachelors,Manager/Director/VP,4,55000,China,Korean
30,Female,Masters,Software/Developer,5,105000,China,White
47,Male,PhD,Data Analyst/Scientist,22,160000,USA,Hispanic
35,Male,Bachelors,Manager/Director/VP,10,130000,Australia,Australian
25,Female,Bachelors,Manager/Director/VP,3,65000,China,Korean
24,Male,Bachelors,Data Analyst/Scientist,1,90000,China,Korean
33,Male,Masters,Manager/Director/VP,11,198000,USA,African American
33,Female,Masters,Manager/Director/VP,9,135000,China,White
40,Male,PhD,Software/Developer,12,160000,China,White
26,Female,Masters,Software/Developer,3,90000,Canada,Black
26,Male,Bachelors,Data Analyst/Scientist,3,130000,Australia,Australian
37,Female,Masters,Manager/Director/VP,12,125000,China,Korean
36,Male,Bachelors,Software/Developer,8,135000,China,Korean
36,Male,Masters,Other,13,147326,Australia,Australian
39,Female,Masters,Software/Developer,12,160000,China,Chinese
42,Male,PhD,Software/Developer,14,170000,Australia,White
26,Male,Bachelors,Data Analyst/Scientist,3,130000,UK,Asian
26,Male,Bachelors,Manager/Director/VP,5,85000,China,Chinese
31,Female,Bachelors,Software/Developer,6,155000,USA,Hispanic
27,Male,Bachelors,Software/Developer,3,80000,USA,African American
27,Male,Bachelors,Product/Designer,2,55000,China,Korean
25,Female,Bachelors,Software/Developer,1,35000,Australia,White
33,Female,Masters,Manager/Director/VP,9,135000,Canada,White
30,Female,Bachelors,Manager/Director/VP,4,57000,China,White
